13.118,29.805,1099.9,4.3594,0.0,0.0,0.0,1010.2,0.0,1011.9
13.16,30.018,1099.9,4.4136,0.0,0.0,0.0,1010.3,1.0,1011.9
13.204,30.199,1099.9,4.4296,0.0,0.0,0.0,1010.3,0.0,1012.0
13.121,29.979,1099.9,4.3978,19.9,0.1,0.0,1010.2,0.0,1012.0
13.094,29.712,1100.0,4.3754,144.2,0.5,1.0,1009.8,0.0,1010.5
13.051,29.723,1099.8,4.3849,321.5,1.2,3.0,1009.5,0.0,1012.9
13.162,29.996,1100.0,4.4085,510.2,1.8,5.0,1009.1,0.0,1013.0
13.277,30.431,1099.9,4.4552,655.2,2.4,7.0,1009.1,24.0,1013.1
13.262,30.363,1100.0,4.457,790.5,2.8,8.0,1009.1,24.0,1013.0
13.38,30.984,1100.1,4.5388,861.9,3.1,9.0,1008.7,24.0,1013.0
13.15,30.144,1100.0,4.4137,881.4,3.2,9.0,1008.7,29.0,1012.8
13.181,30.111,1100.0,4.391,822.0,3.0,8.0,1008.9,24.0,1012.0
13.291,30.425,1100.1,4.4089,721.8,2.6,7.0,1008.8,23.9,1012.6
13.074,29.571,1100.1,4.2887,582.5,2.1,6.0,1009.0,23.9,1011.8
13.24,30.133,1100.0,4.3374,398.0,1.4,4.0,1008.9,0.0,1011.7
13.162,29.772,1100.2,4.2878,211.4,0.8,2.0,1008.9,0.0,1011.6
13.211,30.042,1100.0,4.3379,51.5,0.2,1.0,1008.5,0.0,1011.6
13.264,30.067,1100.0,4.3816,0.4,0.0,0.0,1008.3,0.0,1011.6
13.432,30.718,1100.0,4.4422,0.0,0.0,0.0,1008.1,5.2,1011.9
13.359,30.307,1099.7,4.3838,0.0,0.0,0.0,1007.8,0.0,1011.9
13.34,30.771,1100.0,4.4553,0.0,0.0,0.0,1007.8,0.0,1011.8
13.219,30.284,1100.1,4.3984,0.0,0.0,0.0,1008.0,2.0,1011.9
13.315,30.465,1099.9,4.5102,0.0,0.0,0.0,1008.0,1.4,1011.9
13.263,30.304,1100.1,4.4895,0.0,0.0,0.0,1008.0,0.0,1011.8
13.326,30.698,1100.0,4.5051,0.0,0.0,0.0,1008.2,1.6,1011.9
13.212,30.161,1100.0,4.5082,0.0,0.0,0.0,1008.3,0.0,1011.8
13.228,30.322,1100.2,4.5212,0.0,0.0,0.0,1008.5,0.0,1011.8
13.234,30.011,1100.0,4.4851,18.6,0.1,0.0,1008.5,7.8,1011.9
13.247,30.304,1100.0,4.5003,138.1,0.5,1.0,1008.4,30.0,1011.9
13.091,29.545,1100.1,4.4249,311.6,1.1,3.0,1008.2,24.0,1011.9
13.074,29.73,1100.1,4.4488,480.0,1.7,5.0,1008.1,24.0,1012.0
13.084,29.41,1100.0,4.4169,647.7,2.3,6.0,1008.0,24.0,1012.0
13.241,30.289,1100.0,4.5489,781.9,2.8,8.0,1008.0,43.8,1011.9
13.153,29.874,1100.0,4.4115,842.2,3.0,8.0,1008.2,43.8,1011.9
13.139,30.128,1099.9,4.3985,853.8,3.1,9.0,1008.7,43.3,1011.1
13.218,30.01,1100.0,4.4025,776.7,2.8,8.0,1008.9,43.3,1011.0
13.24,30.489,1100.0,4.4567,635.7,2.3,6.0,1009.2,23.9,1010.9
13.071,29.504,1099.8,4.3019,564.6,2.0,6.0,1009.2,23.9,1010.8
13.208,30.103,1099.9,4.3501,379.5,1.4,4.0,1009.3,23.9,1010.8
13.188,29.84,1100.0,4.3074,199.2,0.7,2.0,1009.4,23.9,1010.8
13.237,30.221,1099.9,4.3519,56.4,0.2,1.0,1009.4,0.0,1010.8
13.384,30.63,1100.0,4.3955,0.2,0.0,0.0,1009.2,23.9,1010.9
13.368,30.521,1099.8,4.3871,0.0,0.0,0.0,1009.1,19.7,1010.9
11.646,24.3,1069.7,3.5603,0.0,0.0,0.0,1009.0,14.5,1010.9
10.469,20.047,1051.3,2.9462,0.0,0.0,0.0,1009.3,0.0,1011.0
10.47,20.117,1051.5,2.9927,0.0,0.0,0.0,1009.6,12.8,1010.9
10.529,20.21,1052.2,3.0008,0.0,0.0,0.0,1009.9,21.6,1010.9
13.155,30.082,1096.6,4.3998,0.0,0.0,0.0,1010.3,0.0,1011.0
13.133,30.141,1100.0,4.4529,0.0,0.0,0.0,1010.8,62.7,1010.9
13.1,29.456,1099.9,4.3639,0.0,0.0,0.0,1010.9,53.8,1010.9
13.038,29.686,1100.0,4.4042,0.0,0.0,0.0,1010.8,5.2,1010.9
13.174,30.103,1100.0,4.5078,13.6,0.0,0.0,1010.6,30.0,1010.9
13.092,29.616,1099.9,4.4516,115.3,0.4,1.0,1010.4,30.0,1011.0
13.117,29.715,1099.9,4.4616,274.4,1.0,3.0,1010.1,30.0,1011.8
13.027,29.621,1099.9,4.448,412.5,1.5,4.0,1009.7,30.0,1011.9
13.21,30.429,1099.9,4.5634,648.3,2.3,6.0,1009.4,13.5,1012.0
13.199,30.161,1100.0,4.5208,773.5,2.8,8.0,1009.2,38.3,1011.9
13.214,30.11,1100.0,4.4756,845.8,3.0,8.0,1009.1,5.2,1011.8
13.08,29.856,1099.9,4.382,852.6,3.1,9.0,1009.1,23.9,1011.8
13.017,29.367,1099.8,4.3165,807.9,2.9,8.0,1009.1,23.9,1011.0
13.329,30.432,1099.8,4.4309,714.4,2.6,7.0,1009.3,23.9,1010.9
13.301,30.292,1100.0,4.3885,532.3,1.9,5.0,1009.4,23.9,1010.7
13.205,30.079,1100.1,4.3431,379.1,1.4,4.0,1009.2,0.0,1010.0
11.957,24.868,1079.7,3.647,184.1,0.7,2.0,1009.2,0.0,1009.9
12.007,24.974,1080.4,3.6826,55.4,0.2,1.0,1009.2,0.0,1010.0
12.075,25.346,1082.2,3.7565,0.1,0.0,0.0,1009.2,0.0,1010.7
11.882,25.201,1081.3,3.696,0.0,0.0,0.0,1009.1,16.1,1010.9
12.024,25.05,1080.5,3.7091,0.0,0.0,0.0,1009.0,21.3,1010.9
11.895,25.089,1080.7,3.6948,0.0,0.0,0.0,1009.0,0.0,1010.9
11.851,25.058,1080.8,3.6598,0.0,0.0,0.0,1009.1,6.8,1010.8
12.016,25.478,1082.8,3.7284,0.0,0.0,0.0,1009.1,1.6,1010.8
12.233,26.325,1084.9,3.9129,0.0,0.0,0.0,1009.3,0.0,1010.0
13.175,29.883,1099.8,4.4296,0.0,0.0,0.0,1009.6,4.0,1009.9
13.02,29.164,1099.7,4.342,0.0,0.0,0.0,1009.8,1.2,1009.9
13.109,29.721,1099.9,4.4019,0.0,0.0,0.0,1009.6,0.0,1009.9
12.502,27.273,1090.0,4.0794,13.8,0.0,0.0,1009.3,30.4,1009.9
13.121,29.674,1100.0,4.4548,108.3,0.4,1.0,1009.1,96.1,1012.4
13.149,29.989,1099.9,4.5019,235.5,0.8,2.0,1008.9,24.6,1010.8
13.222,30.32,1100.0,4.5466,479.3,1.7,5.0,1008.7,26.3,1010.8
13.133,29.888,1099.6,4.4659,639.8,2.3,6.0,1008.5,26.3,1010.9
13.229,30.199,1100.0,4.5074,758.1,2.7,8.0,1008.4,43.8,1010.8
13.301,30.78,1100.1,4.5354,791.8,2.9,8.0,1008.3,24.6,1010.0
